song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence,time_signature,popularity,Stream,predicted_mood
Yevariki Vaarou,Ghanatasala,/artist/ghanatasala,03:45,Telugu,2005-04-12,0.86,0.3,0.682,0.158,-5.343,0.065,149.988,1,2,0.0,4,70,7968091,Happy
Chaka Chaka Saage,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:24,Telugu,2005-04-12,0.06,0.71,0.503,0.924,-4.733,0.0117,149.263,0,10,0.09,4,64,6499596,Sad
Nee Kosam Naa Gaanam,P. Susheela,/artist/p-suseela-2,04:45,Telugu,2005-04-11,0.83,0.75,0.736,0.148,-2.68,0.085,174.937,1,6,0.03,4,28,4379918,Happy
Mamakoothura Neetho,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:29,Telugu,2005-04-10,0.32,0.09,0.811,0.951,-12.0,0.0593,145.012,1,2,0.0364,4,46,8474936,Happy
Niluvumma Niluvumma,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:17,Telugu,2005-04-09,0.89,0.107,0.584,0.779,-8.404,0.04,173.955,1,1,0.048,4,25,3464633,Happy
Thadhami,S. Janaki,/artist/s-janaki,04:19,Telugu,2005-04-09,0.32,0.54,0.084,0.273,-4.657,0.064,149.963,0,1,0.02,4,70,561064,Sad
Manase Vellene,P. Susheela,/artist/p-suseela-2,03:55,Telugu,2005-04-06,0.89,0.87,0.561,0.135,-10.332,0.01,149.943,1,1,0.027,4,33,2186425,Sad
Amma Baya,S. P. Balasubrahmanyam|Mano,/artist/s-p-balasubrahamanyam|/artist/mano,05:13,Telugu,2005-04-06,0.98,0.0,0.661,0.229,-7.696,0.0753,173.938,0,6,0.1,4,52,10804984,Happy
Yemani Paadedano,P. Susheela,/artist/p-suseela-2,02:53,Telugu,2005-04-05,0.82,0.024,0.736,0.676,-10.44,0.09,140.049,0,4,0.07,4,32,1217731,Happy
Neeli Meghalalo - Psusheela,P. Susheela,/artist/p-suseela-2,04:17,Telugu,2005-04-04,0.35,0.65,0.267,0.23,-13.045,0.08,140.018,0,11,0.004,4,63,4871281,Sad
Annee Manchi Sakunamule,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:24,Telugu,2005-04-04,0.7,0.238,0.468,0.492,-6.724,0.085,150.053,1,1,0.075,4,82,2029695,Happy
Thaagandira Kushiki,Madhavapeddi Satyam|Pithapuram Nageswara Rao|J.V. Raghavulu,/artist/madhavapeddi-satyam|/artist/pithapuram-nageswara-rao|/artist/jv-raghavulu,03:24,Telugu,2005-04-04,0.94,0.1,0.392,0.911,-11.098,0.05,160.069,0,11,0.0067,4,99,7323096,Happy
Ennallu Annallu,S.P.Sailaja,/artist/spsailaja,04:08,Telugu,2005-04-03,0.69,0.91,0.869,0.188,-6.062,0.062,173.968,1,0,0.0779,4,89,258068,Happy
Amma Amma,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:59,Telugu,2005-04-01,0.84,0.94,0.078,0.62,-6.05,0.0203,175.051,0,9,0.015,4,29,10892134,Sad
Chekkili Meeda,P. Susheela|V. Ramakrishna,/artist/p-suseela-2|/artist/v-ramakrishna-2,04:20,Telugu,2005-04-01,0.33,0.54,0.23,0.974,-9.623,0.06,150.159,1,1,0.04,4,61,4735124,Sad
Etula Brothuvo Nagamomu Kanugontini,Chittoor V. Nagaiah,/artist/chittoor-v-nagaiah-105,06:24,Telugu,2005-03-12,0.87,0.563,0.37,0.653,-6.539,0.0076,150.013,0,5,0.09,4,43,5123837,Sad
Malle Poovulu,P. Susheela,/artist/p-suseela-2,03:26,Telugu,2005-03-12,0.91,0.335,0.411,0.733,-5.47,0.0,173.997,1,1,0.0659,4,66,9918939,Sad
Sri Giri Mandira Sundaraa,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:03,Telugu,2005-03-11,0.99,0.26,0.293,0.185,-10.389,0.09,174.041,1,0,0.0635,4,61,8082971,Sad
Pachchagaddi Koseti,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:01,Telugu,2005-03-11,0.07,0.96,0.94,0.673,-13.517,0.03,174.004,0,8,0.0711,4,55,10099030,Sad
Adhamllo Kanipinchedhi,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:17,Telugu,2005-03-11,0.41,0.147,0.996,0.82,-4.194,0.056,150.033,0,7,0.027,4,36,7501730,Energetic
Rakshasa Palana,Mano,/artist/mano,06:00,Telugu,2005-03-10,0.03,0.09,0.482,0.898,-3.87,0.1,173.971,1,1,0.03,4,92,10735273,Happy
Nandamaya,V. Ramakrishna,/artist/v-ramakrishna-2,04:14,Telugu,2005-03-09,0.4,0.09,0.685,0.622,-12.069,0.0463,149.946,0,11,0.011,4,74,1624966,Happy
O Kannayya Puttina Roju,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,06:19,Telugu,2005-03-09,0.9,0.03,0.947,0.515,-5.635,0.0799,150.078,1,11,0.03,4,50,2885791,Energetic
Vatapatra (Sad),P. Susheela,/artist/p-suseela-2,01:03,Telugu,2005-03-08,0.62,0.67,0.101,0.657,-2.721,0.01,144.013,0,6,0.043,4,93,3620818,Sad
Bava Eppudu Vachchitivi - Poem Lavokkintayu Ledu - Poem,A. Koteswara Rao,/artist/a-koteswara-rao-1,01:05,Telugu,2005-03-08,0.46,0.42,0.863,0.521,-2.265,0.014,173.991,0,11,0.07,4,27,10241671,Energetic
Sakhi Sakuntala,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:52,Telugu,2005-03-07,0.87,0.69,0.653,0.05,-5.133,0.039,174.998,0,10,0.0155,4,73,4929715,Sad
Kolu Koloyamma,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,02:51,Telugu,2005-03-06,0.55,0.29,0.814,0.134,-8.657,0.05,145.102,1,1,0.007,4,64,10042305,Happy
Nede Thelisindhi,Mohammed Rafi|P. Susheela,/artist/mohammad-rafi|/artist/p-suseela-2,05:01,Telugu,2005-03-05,0.03,0.19,0.116,0.181,-3.343,0.03,140.093,0,6,0.04,4,29,2387471,Sad
Neekem Thelusu,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:57,Telugu,2005-03-04,0.72,0.609,0.347,0.977,-11.571,0.01,174.012,1,1,0.06,4,66,8987318,Sad
Dumm Dumm Dummanu,Ghanatasala|Madhavapeddi Satyam,/artist/ghanatasala|/artist/madhavapeddi-satyam,03:03,Telugu,2005-03-03,0.14,0.593,0.742,0.594,-9.116,0.0317,150.045,1,8,0.094,4,43,1694413,Sad
Tailore Intha,S. P. Balasubrahmanyam|P. Susheela|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2|/artist/s-p-sailaja-2,03:18,Telugu,2005-03-03,0.64,0.129,0.068,0.227,-13.373,0.0101,144.99,0,11,0.06,4,72,2490642,Sad
Ghana Ghana Sundara,Ghanatasala,/artist/ghanatasala,05:26,Telugu,2005-03-01,0.36,0.84,0.147,0.253,-9.578,0.0417,153.64,1,0,0.09,4,94,2283203,Sad
Kaala Kalam,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,06:16,Telugu,2005-03-01,0.33,0.049,0.448,0.104,-4.553,0.08,139.923,0,5,0.0105,4,90,4537548,Happy
Ouna Urinche,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:00,Telugu,2005-02-12,0.32,0.78,0.395,0.508,-7.729,0.08,171.982,1,2,0.02,4,95,1420345,Sad
Oka Udayamlo,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:04,Telugu,2005-02-11,0.42,0.1,0.732,1.0,-4.558,0.09,139.846,1,9,0.014,4,45,3480663,Energetic
Gudivada Vellanu,P. Susheela,/artist/p-suseela-2,03:03,Telugu,2005-02-11,0.11,0.46,0.482,0.731,-11.44,0.01,140.063,1,2,0.062,4,88,387675,Sad
Bava Bava Banthi Puvva,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:25,Telugu,2005-02-08,0.77,0.579,0.927,0.833,-7.907,0.0767,150.02,0,1,0.0,4,74,8244212,Happy
O Divyaramanulara,Ghanatasala,/artist/ghanatasala,03:27,Telugu,2005-02-08,0.94,0.93,0.094,0.719,-4.659,0.0404,150.385,0,10,0.06,4,62,6350378,Sad
Oohalu Gusa Gusalade,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:51,Telugu,2005-02-07,0.88,0.82,0.977,0.501,-6.635,0.01,143.586,0,11,0.004,4,98,10665098,Happy
Innirasula,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,05:05,Telugu,2005-02-07,0.35,0.819,0.897,0.649,-7.85,0.03,144.96,1,6,0.0,43,32,8225541,Sad
Holi Holi,Madhavapeddi Ramesh|S. P. Sailaja,/artist/madhavapeddi-ramesh|/artist/s-p-sailaja-2,04:44,Telugu,2005-02-06,0.66,0.635,0.871,0.841,-3.584,0.09,149.998,0,7,0.1,4,69,7700869,Happy
Sooryudu Choosthunnadu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:17,Telugu,2005-02-06,0.78,0.571,0.151,0.43,-9.475,0.089,139.38,0,1,0.008,4,95,2880677,Sad
Seyi Seyi Kalasi,L.R. Eswari|P.V. Chalapathi Rao,/artist/lr-eswari-2|/artist/pv-chalapathi-rao-22,02:57,Telugu,2005-02-06,0.36,0.08,0.057,0.355,-10.63,0.005,150.008,1,1,0.084,4,85,416954,Sad
Neevu Leka Nenu Lenu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:35,Telugu,2005-02-06,0.8,0.754,0.419,0.589,-6.026,0.1,150.017,0,5,0.088,4,59,5414488,Sad
Manase Pandenule,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:08,Telugu,2005-02-04,0.99,0.162,0.129,0.906,-7.302,0.01,139.965,1,1,0.09,4,78,307298,Sad
Manchini Chesthara,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:27,Telugu,2005-02-04,0.16,0.833,0.102,0.825,-6.683,0.055,145.033,1,5,0.036,4,84,4961562,Sad
Neevani Nenane,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:41,Telugu,2005-02-03,0.03,0.05,0.316,0.557,-4.994,0.01,169.99,0,11,0.0059,4,34,6121220,Sad
Challalamme Bhamanoyi,P. Susheela,/artist/p-suseela-2,04:11,Telugu,2005-02-03,0.87,0.76,0.851,0.947,-10.528,0.0082,150.352,1,1,0.032,4,58,6739425,Sad
Oka Nelavanka,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:05,Telugu,2005-02-02,0.73,0.706,0.996,0.681,-6.064,0.09,173.9,0,7,0.017,4,86,11131248,Happy
Nannu Evaro Thaakiri,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:07,Telugu,2005-02-02,0.05,0.64,0.911,0.749,-4.278,0.01,150.115,1,1,0.014,4,83,563070,Happy
Intinti Ramayanam,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,06:04,Telugu,2005-02-02,0.31,0.474,0.848,0.956,-7.132,0.02,139.33,1,2,0.02,4,50,1712664,Sad
Ninna Sandhya Velalo,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,03:02,Telugu,2005-02-01,0.98,0.027,0.687,0.582,-10.619,0.07,140.004,0,5,0.055,4,96,3988839,Happy
Jaya Jaya Sri Rajarajeswari,Jamuna Rani,/artist/jamuna-rani,02:46,Telugu,2005-02-01,0.24,0.872,0.146,0.946,-7.04,0.08,172.046,1,4,0.01,4,31,4393299,Sad
Pramadala Aa Sala Pramadala,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:27,Telugu,2005-02-01,0.84,0.42,0.651,0.963,-6.223,0.04,144.95,0,10,0.082,4,71,5983095,Happy
Nalla Nallani Kallu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:57,Telugu,2005-02-01,0.37,0.37,0.676,0.695,-12.507,0.013,174.994,1,0,0.02,4,25,6507442,Sad
Yedhalo Tholivalape,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:26,Telugu,2005-01-07,1.0,0.331,0.329,0.473,-11.624,0.085,150.047,1,4,0.089,4,57,10079880,Sad
Entha Vintha Prema,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:05,Telugu,2005-01-07,0.3,0.11,0.344,0.93,-7.185,0.0993,173.97,1,2,0.04,4,84,11050923,Sad
Nallanchu Tella Cheera,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:00,Telugu,2005-01-05,0.46,0.948,0.154,0.838,-9.271,0.03,141.98,1,1,0.03,4,64,4943686,Sad
Ye Divilo Virisina,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:17,Telugu,2005-01-04,0.69,0.66,0.985,0.184,-6.889,0.0993,150.116,1,1,0.0352,4,93,2944472,Happy
Chalaki Chinadi,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:59,Telugu,2005-01-04,0.07,0.136,0.631,0.389,-10.289,0.05,150.025,1,1,0.011,4,40,911612,Sad
Siri Siri Chinnoda,Vani Jairam,/artist/vani-jayaram,03:23,Telugu,2005-01-03,0.51,0.7,0.889,0.162,-9.192,0.005,150.302,1,1,0.06,4,47,11393631,Sad
Vinnapaalu,Bhanumathi Ramakrishna,/artist/bhanumathi-ramakrishna,02:03,Telugu,2005-01-03,0.78,0.726,0.895,0.513,-8.268,0.04,150.066,1,1,0.09,4,67,9116296,Sad
Chitteluka Chitteluka,Madhavapeddi Ramesh|P. Susheela,/artist/madhavapeddi-ramesh|/artist/p-suseela-2,04:31,Telugu,2005-01-03,0.55,0.63,0.694,0.243,-9.94,0.079,140.14,0,5,0.06,4,63,2786873,Happy
Oh Baatasaari Nanu Maruvakoyi,Bhanumathi Ramakrishna,/artist/bhanumathi-ramakrishna,02:54,Telugu,2005-01-03,0.16,0.487,0.748,0.673,-6.433,0.07,139.825,1,7,0.084,4,77,1234351,Happy
Money (Full Length Audio Cinema),S. P. Balasubrahmanyam|Others,/artist/s-p-balasubrahamanyam|/artist/others,01:54:41,Telugu,2005-01-02,0.15,0.48,0.219,0.842,-9.59,0.0585,145.008,1,7,0.026,4,73,7289926,Sad
Pelliki Meme Peddalam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:41,Telugu,2005-01-02,0.21,0.401,0.359,0.205,-11.627,0.0959,175.945,1,3,0.0168,4,59,4809492,Sad
Alalu Kalalu,Ilaiyaraaja|Vani Jairam,/artist/iiaiyaraaja|/artist/vani-jayaram,03:13,Telugu,2005-01-01,0.69,0.047,0.98,0.49,-12.562,0.0585,139.987,0,10,0.0112,4,93,4042829,Happy
Padalenu,S. Janaki,/artist/s-janaki,05:17,Telugu,2004-12-10,0.15,0.281,0.749,0.081,-10.683,0.0602,139.918,0,1,0.08,4,43,1608498,Happy
Ee Lokamu Maha Mosamu,Ghanatasala,/artist/ghanatasala,03:23,Telugu,2004-12-10,0.34,0.17,0.685,0.315,-7.705,0.02,150.012,1,6,0.0,4,48,976328,Sad
Padhyams (Part 2),Ghanatasala|P. Susheela|P Leela|Madhavapeddi Satyam,/artist/ghanatasala|/artist/p-suseela-2|/artist/p-leela|/artist/madhavapeddi-satyam,44:58:00,Telugu,2004-12-10,0.19,0.74,0.625,0.553,-5.978,0.06,146.016,1,1,0.06,4,53,6815522,Sad
Sri Raja Gopala,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:14,Telugu,2004-12-10,0.85,0.779,0.685,0.442,-8.513,0.0258,177.002,0,7,0.09,4,80,6891246,Happy
Theerikeppudu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,05:12,Telugu,2004-12-10,0.39,0.541,0.607,0.883,-12.081,0.0452,173.971,0,0,0.06,4,48,7102757,Sad
Idhugo Nennunnanu,P. Susheela,/artist/p-suseela-2,03:19,Telugu,2004-12-09,0.31,0.465,0.482,0.01,-9.836,0.03,149.967,1,8,0.012,4,36,6598529,Sad
Yenduku Kanaraavu,V. Ramakrishna,/artist/v-ramakrishna-2,03:00,Telugu,2004-12-08,0.38,0.369,0.166,0.109,-8.361,0.08,174.971,0,5,0.0606,4,32,9598228,Sad
Maavayya Chikyavayya,S. Janaki,/artist/s-janaki,03:56,Telugu,2004-12-07,0.86,0.2,0.884,0.002,-10.367,0.0572,173.982,1,2,0.0758,4,38,10855579,Happy
Priye Charuseele,Ghanatasala,/artist/ghanatasala,04:57,Telugu,2004-12-07,0.37,0.808,0.904,0.539,-10.184,0.0143,174.15,1,1,0.0495,4,37,7502222,Sad
Dialogues And Songs Part - 1,N. T. Rama Rao,/artist/n-t-rama-rao-1,22:47,Telugu,2004-12-06,0.57,0.88,0.062,0.414,-8.149,0.041,150.126,1,0,0.03,4,92,9176656,Sad
Annadhammulalona,Ghanatasala,/artist/ghanatasala,02:04,Telugu,2004-12-04,0.95,0.572,0.538,0.337,-10.479,0.02,140.059,1,4,0.01,4,87,1048766,Sad
Theeyani Oohalu,Jamuna Rani|P. Susheela,/artist/jamuna-rani|/artist/p-suseela-2,04:15,Telugu,2004-12-04,0.78,0.44,0.061,0.31,-2.673,0.0921,150.914,0,5,0.065,4,35,3205721,Sad
Chemma Chekka,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,03:38,Telugu,2004-12-03,0.31,0.236,0.649,0.482,-10.998,0.062,171.91,0,4,0.047,4,94,9819275,Happy
Kurisenu Hrudayamio,K J Yesudas|P. Susheela,/artist/k-j-yesudas|/artist/p-suseela-2,03:31,Telugu,2004-12-02,0.51,0.46,0.677,0.444,-3.609,0.01,174.997,0,10,0.0739,4,56,889260,Happy
Kanule Kalise Vela,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,03:26,Telugu,2004-12-02,0.2,0.23,0.087,0.051,-9.039,0.008,173.994,1,1,0.0337,4,92,1030683,Sad
Ettago Vunntaadhi,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:08,Telugu,2004-12-02,0.12,0.476,0.683,0.752,-7.446,0.0012,174.15,0,7,0.09,4,48,3543166,Sad
Satakoti Roopalu,B. Bhaskar Reddy,/artist/b-bhaskar-reddy,04:11,Telugu,2004-11-12,0.67,0.558,0.093,0.471,-7.597,0.0377,149.987,1,0,0.075,4,35,9835086,Sad
Sigalo Avi Virulo,K J Yesudas,/artist/k-j-yesudas,04:25,Telugu,2004-11-10,0.32,0.166,0.325,0.13,-10.312,0.02,159.892,0,11,0.01,4,64,9911420,Sad
Aakasam Dinchala,P. Susheela|V. Ramakrishna,/artist/p-suseela-2|/artist/v-ramakrishna-2,04:27,Telugu,2004-11-10,0.9,0.678,0.289,0.664,-9.019,0.021,150.019,1,2,0.0781,4,47,5857229,Sad
Manase Pongenu Ee Vela,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:35,Telugu,2004-11-10,0.1,0.741,0.63,0.965,-9.832,0.0862,174.994,0,6,0.08,4,64,10546121,Sad
Oke Okkasari,Narayana Rao|S. P. Balasubrahmanyam,/artist/narayana-rao|/artist/s-p-balasubrahamanyam,03:13,Telugu,2004-11-10,0.38,0.95,0.826,0.838,-12.283,0.0038,173.948,0,7,0.0684,4,80,8370829,Sad
Sarabha Sarabha,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:22,Telugu,2004-11-09,0.97,0.281,0.665,0.409,-10.637,0.005,174.007,0,5,0.073,4,92,8400712,Happy
Oroi Pillagada,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:25,Telugu,2004-11-09,0.47,0.37,0.409,0.61,-8.736,0.089,173.967,1,1,0.0424,4,37,10506132,Sad
Nene Sathyam Nene Nityam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:44,Telugu,2004-11-06,0.16,0.937,0.436,0.601,-13.718,0.009,173.955,1,7,0.028,4,74,11184909,Sad
Bhoommeda Sukhapadite,Ghanatasala,/artist/ghanatasala,04:26,Telugu,2004-11-05,0.82,0.31,0.376,0.934,-2.8,0.07,174.045,0,0,0.06,4,95,7517104,Sad
Cheeraleni Chinnadaana,Ghanatasala|A.P. Komala,/artist/ghanatasala|/artist/ap-komala,04:26,Telugu,2004-11-04,0.21,0.64,0.045,0.77,-9.082,0.011,150.063,1,1,0.0187,4,75,8912715,Sad
Modati Pegulo Maja,Ghanatasala,/artist/ghanatasala,04:27,Telugu,2004-11-04,0.71,0.479,0.664,0.167,-13.968,0.0808,174.014,0,5,0.05,4,36,4114941,Sad
Kammani Nijame,Lalitha Kumari,/artist/lalitha-kumari,04:30,Telugu,2004-11-03,0.47,0.919,0.418,0.022,-13.455,0.098,174.023,0,7,0.05,4,38,10063701,Sad
Yemi Cheyudhu Deva Deva,Jamuna Rani|P Leela|P. Susheela|S. Janaki|P.B. Sreenivas|M.L. Vasanthakumari|Madhavapeddi Satyam|P. Suri Babu|Kalyanam Raghuramaiah,/artist/jamuna-rani|/artist/p-leela|/artist/p-suseela-2|/artist/s-janaki|/artist/pb-sreenivas|/artist/ml-vasanthakumari|/artist/madhavapeddi-satyam|/artist/p-suri-babu-17|/artist/kalyanam-raghuramaiah-44,02:41,Telugu,2004-11-02,0.01,0.475,0.364,0.918,-11.55,0.05,175.025,1,2,0.0821,4,86,934819,Sad
Neethiki Nilabadi,Ghanatasala,/artist/ghanatasala,04:13,Telugu,2004-11-01,0.84,0.63,0.157,0.475,-2.048,0.056,173.964,1,5,0.094,4,67,3108994,Sad
Jananee Varadaayini,P Suhseela,/artist/p-suhseela,03:14,Telugu,2004-10-12,0.72,0.12,0.489,0.828,-4.279,0.06,150.08,1,9,0.0769,4,30,9055803,Happy
Mothimahallo Choosanaa,Ghanatasala,/artist/ghanatasala,04:33,Telugu,2004-10-11,0.33,0.665,0.8,0.467,-12.51,0.07,150.069,0,3,0.0213,4,70,737269,Happy
Mama Chandamama,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:36,Telugu,2004-10-10,0.57,0.679,0.755,0.825,-7.595,0.072,147.935,1,8,0.0,4,80,783476,Happy
Naa Peru Baalaraju,S. P. Balasubrahmanyam|Madhavapeddi Ramesh,/artist/s-p-balasubrahamanyam|/artist/madhavapeddi-ramesh,03:25,Telugu,2004-10-08,0.72,0.49,0.216,0.379,-8.578,0.05,174.047,1,6,0.03,4,38,6395956,Sad
Ramanna Ramudu (Female),Jikki|P. Susheela,/artist/jikki|/artist/p-suseela-2,03:02,Telugu,2004-10-07,0.28,1.0,0.421,0.08,-4.046,0.057,150.02,1,10,0.06,4,52,2718967,Sad
Meghama Neeli Meghama,P. Susheela,/artist/p-suseela-2,04:39,Telugu,2004-10-07,0.43,0.396,0.011,0.348,-10.278,0.03,149.928,0,10,0.02,4,72,6576267,Sad
Puvvula Nadugu,G. Anand|P. Susheela,/artist/g-anand-1|/artist/p-suseela-2,03:16,Telugu,2004-10-07,0.09,0.61,0.292,0.548,-11.489,0.08,150.048,1,2,0.0,4,31,1231657,Sad
Speech By Sri N T R,N. T. Rama Rao,/artist/n-t-rama-rao-1,03:28,Telugu,2004-10-07,0.08,0.68,0.723,0.958,-9.343,0.05,150.054,0,5,0.0549,4,29,1022712,Sad
Kalaganti Mantalurepe,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,05:01,Telugu,2004-10-05,0.69,0.68,0.121,0.318,-6.733,0.0342,173.009,1,2,0.087,4,41,207493,Sad
Oh Naana Nee Manase Venna,Ghanatasala|T.r. Jayadev|P. Susheela,/artist/ghanatasala|/artist/tr-jayadev|/artist/p-suseela-2,05:00,Telugu,2004-10-04,0.7,0.679,0.377,0.96,-12.663,0.007,150.752,1,1,0.0295,4,90,894821,Sad
Cham Chacha Cham Chacha,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,02:56,Telugu,2004-10-04,0.13,0.943,0.694,0.374,-9.058,0.05,149.958,1,0,0.0378,4,73,2434504,Sad
Navaminaati Vennelaneevu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:01,Telugu,2004-10-03,0.3,0.351,0.522,0.921,-9.955,0.0317,149.962,1,2,0.0352,4,76,687340,Sad
Amma Nuvvuleni Nenu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:00,Telugu,2004-10-01,0.18,0.74,0.682,0.889,-12.829,0.0197,139.99,1,1,0.02,4,53,9857105,Sad
Bullemma,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,04:21,Telugu,2004-10-01,0.84,0.79,0.177,0.256,-13.143,0.08,173.957,1,2,0.086,4,41,2877165,Sad
Idi Tholi Muddu,Vani Jairam,/artist/vani-jayaram,03:03,Telugu,2004-10-01,0.12,0.015,0.98,0.261,-7.471,0.071,158.894,1,0,0.07,4,51,893586,Energetic
Kowgililo,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,04:36,Telugu,2004-10-01,0.8,0.445,0.308,0.387,-9.991,0.01,150.003,1,2,0.082,4,98,3379445,Sad
Desammu Marindhoi,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:28,Telugu,2004-09-12,0.2,0.92,0.107,0.055,-6.699,0.09,159.977,1,4,0.03,4,91,1167920,Sad
Manaswamy Naamam,Madhavapeddi Satyam|Pithapuram Nageswara Rao|Udatha Sarojini,/artist/madhavapeddi-satyam|/artist/pithapuram-nageswara-rao|/artist/udatha-sarojini-11,02:01,Telugu,2004-09-12,0.92,0.466,0.768,0.442,-11.576,0.0461,171.98,1,11,0.03,4,83,9577861,Happy
Aaduthu Paduthu,S. Janaki|Chorus,/artist/s-janaki|/artist/chorus,02:57,Telugu,2004-09-12,0.73,0.33,0.292,0.441,-6.649,0.0893,173.916,0,10,0.06,4,66,5988059,Sad
Sri Vidyapura,Ghanatasala,/artist/ghanatasala,02:31,Telugu,2004-09-10,0.43,0.27,0.815,0.881,-4.804,0.08,173.989,0,9,0.043,4,92,8695597,Happy
Yendharo Muddhu Gummalu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:21,Telugu,2004-09-10,0.24,0.904,0.76,0.976,-12.231,0.0018,149.632,0,3,0.01,4,54,7833817,Sad
Govinduni Sevala,S. P. Sailaja|Chorus,/artist/s-p-sailaja-2|/artist/chorus,06:02,Telugu,2004-09-10,0.68,0.46,0.655,0.684,-3.954,0.02,149.796,1,6,0.0349,4,55,10552601,Happy
